START:0
20	0	69	802
30	0	79	958
40	0	88	1020
50	0	99	1052
60	0	110	1075
70	0	122	1215
80	0	135	1223
90	0	148	1402
100	0	162	1449
110	0	177	1589
120	0	193	1527
130	0	209	1667
140	0	226	1737
150	0	243	1761
160	0	262	1948
170	0	281	1971
180	0	300	1963
190	0	321	2088
200	0	343	2275
210	0	364	2213
220	0	387	2072
230	0	410	2228
240	0	434	2361
250	0	458	2540
260	0	483	2532
270	0	509	2774
280	0	534	2696
290	0	561	2852
300	0	589	2820
310	0	617	2852
320	0	645	2906
330	0	675	3015
340	0	704	3070
350	0	735	3187
360	0	766	3023
370	0	798	3132
380	0	831	3288
390	0	864	3405
400	0	898	3428
410	0	932	3420
420	0	967	3623
430	0	1004	3701
440	0	1041	3888
450	0	1098	3841
460	0	1136	3927
470	0	1176	3966
480	0	1216	3966
490	0	1256	4059
500	0	1298	4231
510	0	1339	4161
520	0	1382	4293
530	0	1425	4293
540	0	1469	4527
550	0	1514	4566
560	0	1558	4465
570	0	1604	4582
580	0	1651	4613
590	0	1699	4808
600	0	1747	4862
610	0	1795	4831
620	0	1844	4948
630	0	1894	4971
640	0	1945	5143
650	0	1995	5189
660	0	2046	5072
670	0	2099	5205
680	0	2151	5267
690	0	2204	5337
700	0	2259	5548
710	0	2313	5478
720	0	2367	5376
730	0	2424	5571
740	0	2480	5719
750	0	2537	5735
760	0	2594	5688
770	0	2652	5813
780	0	2711	5883
790	0	2770	5969
800	0	2829	5906
810	0	2889	6015
820	0	2950	6047
830	0	3011	6140
840	0	3073	6257
850	0	3135	6226
860	0	3198	6265
870	0	3261	6265
880	0	3325	6389
890	0	3390	6553
900	0	3454	6561
910	0	3520	6530
920	0	3586	6608
930	0	3653	6639
940	0	3720	6787
950	0	3787	6693
960	0	3855	6795
970	0	3923	6779
980	0	3992	6935
990	0	4061	6818
1000	0	4130	6826
1010	0	4200	6966
1020	0	4271	7083
1030	0	4342	7169
1040	0	4412	7083
1050	0	4484	7099
1060	0	4556	7223
1070	0	4629	7332
1080	0	4702	7426
1090	0	4776	7270
1100	0	4850	7403
1110	0	4925	7371
1120	0	5000	7574
1130	0	5076	7621
1140	0	5151	7543
1150	0	5228	7558
1160	0	5305	7660
1170	0	5382	7854
1180	0	5459	7769
1190	0	5538	7792
1200	0	5616	7831
1210	0	5695	7979
1220	0	5775	8088
1230	0	5855	8018
1240	0	5935	8026
1250	0	6016	8041
1260	0	6098	8275
1270	0	6180	8369
1280	0	6262	8197
1290	0	6344	8197
1300	0	6428	8236
1310	0	6512	8423
1320	0	6595	8299
1330	0	6679	8306
1340	0	6763	8291
1350	0	6846	8291
1360	0	6928	8197
1370	0	7008	7854
1380	0	7088	7870
1390	0	7166	7590
1400	0	7243	7761
1410	0	7319	7605
1420	0	7395	7512
1430	0	7470	7410
1440	0	7544	7332
1450	0	7617	7332
1460	0	7689	7231
1470	0	7758	6966
STOP:1270
BREAK:1470
