START:0
10	1324	-139	
20	1472	-153	
30	1511	-167	
40	1465	-182	
50	1574	-198	
60	1613	-214	
70	1714	-231	
80	1722	-249	
90	1846	-267	
100	1729	-285	
110	2244	-306	
120	2166	-327	
130	2127	-349	
140	2267	-371	
150	2337	-394	
160	2259	-417	
170	2501	-442	
180	2563	-467	
190	2524	-492	
200	2657	-519	
210	2774	-546	
220	2672	-573	
230	2828	-602	
240	3015	-631	
250	3015	-660	
260	3085	-691	
270	3031	-722	
280	3241	-753	
290	3350	-786	
300	3272	-818	
310	3343	-852	
320	3428	-886	
330	3553	-921	
340	3537	-957	
350	3685	-994	
360	3717	-1031	
370	3779	-1068	
380	3857	-1106	
390	3943	-1145	
400	4044	-1185	
410	3989	-1224	
420	4114	-1265	
430	4106	-1306	
440	4270	-1348	
450	4246	-1390	
460	4348	-1433	
470	4324	-1476	
480	4371	-1520	
490	4449	-1565	
500	4582	-1611	
510	4714	-1657	
520	4636	-1703	
530	4722	-1750	
540	4675	-1797	
550	4730	-1845	
560	4870	-1893	
570	4831	-1942	
580	4995	-1991	
590	5127	-2041	
600	5057	-2091	
610	5096	-2142	
620	5135	-2193	
630	5150	-2245	
640	5322	-2297	
650	5244	-2350	
660	5361	-2403	
670	5369	-2457	
680	5470	-2511	
690	5595	-2567	
700	5556	-2622	
710	5556	-2677	
720	5462	-2733	
730	5680	-2790	
740	5696	-2846	
750	5688	-2904	
760	5688	-2961	
770	5922	-3020	
780	5883	-3078	
790	5844	-3137	
800	5976	-3197	
810	6124	-3257	
820	6117	-3317	
830	6008	-3378	
840	6023	-3439	
850	6054	-3500	
860	6304	-3562	
870	6319	-3625	
880	6218	-3687	
890	6312	-3751	
900	6382	-3814	
910	6577	-3879	
920	6405	-3943	
930	6358	-4007	
940	6467	-4072	
950	6631	-4138	
960	6654	-4203	
970	6522	-4268	
980	6631	-4335	
990	6592	-4402	
1000	6810	-4469	
1010	6872	-4537	
1020	6709	-4604	
1030	6826	-4672	
1040	6756	-4740	
1050	6888	-4809	
1060	6841	-4878	
1070	6888	-4947	
1080	6950	-5017	
1090	7122	-5087	
1100	7184	-5158	
1110	6958	-5228	
1120	7036	-5299	
1130	7013	-5370	
1140	7270	-5442	
1150	7231	-5514	
1160	7208	-5586	
1170	7254	-5659	
1180	7426	-5732	
1190	7465	-5805	
1200	7286	-5877	
1210	7348	-5951	
1220	7441	-6025	
1230	7527	-6137	
1240	7379	-6212	
1250	7457	-6287	
1260	7403	-6362	
1270	7636	-6438	
1280	7644	-6514	
1290	7512	-6590	
STOP:1290
3950	BREAK:1670
