START:0
20	0	71	896
30	0	80	981
40	0	91	1106
50	0	101	1129
60	0	112	1231
70	0	125	1200
80	0	139	1340
90	0	152	1387
100	0	167	1511
110	0	182	1472
120	0	197	1465
130	0	214	1683
140	0	230	1667
150	0	249	1807
160	0	267	1870
170	0	285	1784
180	0	306	1955
190	0	327	2166
200	0	348	2135
210	0	369	2111
220	0	392	2142
230	0	416	2462
240	0	440	2626
250	0	465	2805
260	0	490	2688
270	0	515	2517
280	0	542	2665
290	0	570	2719
300	0	598	2727
310	0	628	2883
320	0	659	2922
330	0	690	3109
340	0	722	3257
350	0	755	3374
360	0	789	3397
370	0	823	3335
380	0	858	3420
390	0	895	3685
400	0	932	3779
410	0	969	3732
420	0	1008	3849
430	0	1048	4005
440	0	1088	4098
450	0	1129	4114
460	0	1170	4169
470	0	1213	4309
480	0	1257	4441
490	0	1301	4472
500	0	1345	4465
510	0	1391	4488
520	0	1437	4574
530	0	1484	4691
540	0	1531	4808
550	0	1579	4800
560	0	1628	4722
570	0	1677	4917
580	0	1727	5104
590	0	1777	5065
600	0	1828	5096
610	0	1880	5291
620	0	1933	5213
630	0	1986	5369
640	0	2040	5353
650	0	2094	5524
660	0	2149	5509
670	0	2233	5548
680	0	2290	5634
690	0	2346	5704
700	0	2405	5899
710	0	2462	5844
720	0	2521	5805
730	0	2580	5898
740	0	2641	6148
750	0	2701	6156
760	0	2762	6125
770	0	2823	6163
780	0	2886	6187
790	0	2949	6382
800	0	3012	6421
810	0	3075	6210
820	0	3140	6343
830	0	3206	6491
840	0	3271	6615
850	0	3337	6740
860	0	3403	6615
870	0	3470	6678
880	0	3538	6709
890	0	3606	6951
900	0	3674	6826
910	0	3743	6849
920	0	3812	6904
930	0	3882	6997
940	0	3952	7106
950	0	4022	6958
960	0	4094	7091
970	0	4166	7184
980	0	4238	7363
990	0	4310	7364
1000	0	4382	7231
1010	0	4455	7301
1020	0	4529	7293
1030	0	4603	7488
1040	0	4677	7473
1050	0	4751	7410
1060	0	4826	7402
1070	0	4902	7449
1080	0	4977	7621
1090	0	5054	7691
1100	0	5130	7597
1110	0	5207	7652
1120	0	5284	7831
1130	0	5362	7878
1140	0	5439	7761
1150	0	5517	7769
1160	0	5596	7831
1170	0	5675	8034
1180	0	5755	8096
1190	0	5834	7956
1200	0	5915	7995
1210	0	5995	8026
1220	0	6076	8213
1230	0	6157	8275
1240	0	6238	8150
1250	0	6320	8158
1260	0	6402	8377
1270	0	6485	8353
1280	0	6566	8205
1290	0	6649	8221
1300	0	6732	8174
1310	0	6815	8369
1320	0	6899	8431
1330	0	6981	8252
1340	0	7066	8252
1350	0	7149	8275
1360	0	7233	8423
1370	0	7316	8143
1380	0	7398	7971
1390	0	7477	7800
1400	0	7555	7761
1410	0	7632	7667
1420	0	7706	7340
1430	0	7780	7200
1440	0	7852	7044
1450	0	7922	7021
1460	0	7989	6748
1470	0	8051	6218
1480	0	8113	5977
1490	0	8172	5930
1500	0	8230	5828
1510	0	8285	5408
1520	0	8337	5080
1530	0	8388	4994
1540	0	8437	4932
1550	0	8484	4644
1560	0	8527	4285
1570	0	8569	3982
1580	0	8608	3896
1590	0	8646	3748
1600	0	8682	3522
1610	0	8716	3233
1620	0	8747	3070
1630	0	8776	2914
1640	0	8804	2688
1650	0	8829	2462
1660	0	8852	2197
1670	0	8872	1963
1680	0	8889	1722
1690	0	8905	1465
1700	0	8918	1231
1710	0	8929	1020
1720	0	8937	740
1730	0	8941	397
1740	0	8944	132
1750	0	8944	54
1760	0	8942	148
STOP:1310	BREAK1:1600	BREAK2:1760
laserpoint1=:1	laserpoint2=:1	laserpoint3=:1
