START:0
20	0	156
30	-1	171
40	-1	186
50	-1	201
60	-1	218
70	-1	234
80	-2	252
90	-2	270
100	-2	288
110	-2	308
120	-2	327
130	-2	348
140	-2	370
150	-3	392
160	-3	415
170	-3	439
180	-3	463
190	-4	486
200	-4	511
210	-4	538
220	-5	564
230	-5	591
240	-6	619
250	-6	647
260	-7	676
270	-7	706
280	-8	736
290	-8	767
300	-9	798
310	-9	830
320	-10	863
330	-10	896
340	-10	930
350	-11	965
360	-11	1001
370	-11	1036
380	-12	1073
390	-12	1110
400	-13	1149
410	-13	1188
420	-13	1227
430	-13	1268
440	-14	1309
450	-14	1351
460	-15	1393
470	-15	1436
480	-16	1480
490	-16	1525
500	-17	1570
510	-17	1615
520	-18	1661
530	-19	1708
540	-19	1755
550	-20	1803
560	-20	1851
570	-20	1901
580	-21	1951
590	-21	2001
600	-21	2051
610	-21	2103
620	-21	2155
630	-21	2207
640	-22	2261
650	-22	2314
660	-22	2369
670	-22	2424
680	-22	2480
690	-23	2536
700	-23	2594
710	-24	2651
720	-25	2710
730	-26	2768
740	-26	2827
750	-26	2886
760	-27	2946
770	-27	3006
780	-27	3067
790	-27	3129
800	-27	3191
810	-28	3254
820	-28	3317
830	-28	3382
840	-28	3446
850	-29	3511
860	-29	3577
870	-30	3644
880	-31	3711
890	-31	3777
900	-32	3846
910	-33	3914
920	-35	3983
930	-36	4053
940	-37	4122
950	-38	4192
960	-39	4262
970	-40	4333
980	-41	4404
990	-42	4476
1000	-43	4548
1010	-44	4621
1020	-45	4695
1030	-46	4768
1040	-47	4842
1050	-48	4917
1060	-48	4992
1070	-49	5067
1080	-50	5143
1090	-50	5219
1100	-51	5295
1110	-51	5370
1120	-51	5444
1130	-50	5518
1140	-50	5591
1150	-49	5663
1160	-48	5770
1170	-47	5840
1180	-45	5907
1190	-43	5975
1200	-40	6041
1210	-38	6106
1220	-33	6171
1230	-30	6234
1240	-28	6297
1250	-25	6359
1260	-23	6419
1270	-20	6477
1280	-18	6535
1290	-16	6591
1300	-14	6646
1310	-11	6700
1320	-9	6753
1330	-7	6804
1340	-5	6855
1350	-3	6904
1360	-1	6951
1370	0	6997
1380	1	7043
1390	3	7087
1400	5	7129
1410	7	7171
1420	8	7212
1430	10	7252
1440	11	7289
1450	13	7326
1460	14	7361
1470	16	7395
1480	17	7427
1490	18	7458
1500	19	7488
1510	21	7517
1520	22	7545
1530	23	7571
1540	24	7596
1550	25	7620
1560	26	7642
1570	26	7664
1580	27	7684
1590	28	7703
1600	29	7721
1610	29	7738
1620	30	7753
1630	31	7768
1640	31	7780
1650	32	7792
1660	32	7803
1670	33	7812
1680	33	7820
1690	33	7828
1700	34	7834
1710	34	7839
1720	34	7843
1730	34	7846
1740	34	7848
1750	34	7848
1760	34	7848
1770	34	7846
1780	34	7845
1790	34	7844
1800	34	7844
1810	34	7844
1820	34	7844
1830	34	7844
1840	34	7845
1850	34	7845
1860	34	7845
1870	34	7844
1880	34	7844
1890	34	7844
1900	34	7844
1910	34	7844
1920	34	7844
1930	34	7844
1940	34	7844
1950	34	7844
1960	34	7844
1970	34	7844
1980	34	7844
1990	34	7844
2000	34	7844
2010	34	7844
2020	34	7844
2030	34	7844
2040	34	7844
2050	34	7844
2060	34	7844
2070	34	7844
2080	34	7844
2090	34	7844
2100	34	7844
2110	34	7844
2120	34	7844
2130	34	7844
2140	34	7844
2150	34	7844
2160	34	7844
2170	34	7844
2180	34	7844
2190	34	7844
2200	34	7844
2210	34	7844
2220	34	7844
2230	34	7844
2240	34	7844
2250	34	7844
2260	34	7844
2270	34	7844
2280	34	7844
2290	34	7844
2300	34	7844
2310	34	7844
2320	34	7844
2330	34	7844
2340	34	7844
2350	34	7844
2360	34	7844
2370	34	7844
2380	34	7844
2390	34	7844
2400	34	7844
2410	34	7844
2420	34	7844
2430	34	7844
2440	34	7844
2450	34	7844
2460	34	7844
2470	34	7844
2480	34	7844
2490	34	7844
2500	34	7844
2510	34	7844
2520	34	7844
2530	34	7844
2540	34	7844
2550	34	7844
2560	34	7844
2570	34	7844
2580	34	7844
2590	34	7844
2600	34	7844
2610	34	7844
2620	34	7844
2630	34	7844
2640	34	7844
2650	34	7844
2660	34	7844
2670	34	7844
2680	34	7844
2690	34	7844
2700	34	7844
2710	34	7844
2720	34	7844
2730	34	7844
2740	34	7844
2750	34	7844
2760	34	7844
2770	34	7844
2780	34	7844
2790	34	7844
2800	34	7844
2810	34	7844
2820	34	7844
2830	34	7844
2840	34	7844
2850	34	7844
2860	34	7844
2870	34	7844
2880	34	7844
2890	34	7844
2900	34	7844
2910	34	7844
2920	34	7844
2930	34	7844
2940	34	7844
2950	34	7844
2960	34	7844
2970	34	7844
2980	34	7844
2990	34	7844
3000	34	7844
3010	34	7844
3020	34	7844
3030	34	7844
3040	34	7844
3050	34	7844
3060	34	7844
3070	34	7844
3080	34	7844
3090	34	7844
3100	34	7844
3110	34	7844
3120	34	7844
3130	34	7844
3140	34	7844
3150	34	7844
3160	34	7844
3170	34	7844
3180	34	7844
3190	34	7844
3200	34	7844
3210	34	7844
3220	34	7844
3230	34	7844
3240	34	7844
3250	34	7844
3260	34	7844
3270	34	7844
3280	34	7844
3290	34	7844
3300	34	7844
3310	34	7844
3320	34	7844
3330	34	7844
3340	34	7844
3350	34	7844
3360	34	7844
3370	34	7844
3380	34	7844
3390	34	7844
3400	34	7844
3410	34	7844
3420	34	7844
3430	34	7844
3440	34	7844
3450	34	7844
3460	34	7844
3470	34	7844
3480	34	7844
3490	34	7844
3500	34	7844
3510	34	7844
3520	34	7844
3530	34	7844
3540	34	7844
3550	34	7844
3560	34	7844
3570	34	7844
3580	34	7844
3590	34	7844
3600	34	7844
3610	34	7844
3620	34	7844
3630	34	7844
3640	34	7844
3650	34	7844
3660	34	7844
3670	34	7844
3680	34	7844
3690	34	7844
3700	34	7844
3710	34	7844
3720	34	7844
3730	34	7844
3740	34	7844
3750	34	7844
3760	34	7844
3770	34	7844
3780	34	7844
3790	34	7844
3800	34	7844
3810	34	7844
3820	34	7844
3830	34	7844
3840	34	7844
3850	34	7844
3860	34	7844
3870	34	7844
3880	34	7844
3890	34	7844
3900	34	7844
3910	34	7844
3920	34	7844
3930	34	7844
3940	34	7844
3950	34	7844
3960	34	7844
3970	34	7844
3980	34	7844
3990	34	7844
4000	34	7844
4010	34	7844
4020	34	7844
4030	34	7844
4040	34	7844
4050	34	7844
4060	34	7844
4070	34	7844
4080	34	7844
4090	34	7844
4100	34	7844
4110	34	7844
4120	34	7844
4130	34	7844
4140	34	7844
4150	34	7844
4160	34	7844
4170	34	7844
4180	34	7844
4190	34	7844
4200	34	7844
4210	34	7844
4220	34	7844
4230	34	7844
