START:0
10	0	84
20	0	94
30	0	104
40	0	115
50	0	126
60	0	137
70	0	150
80	0	162
90	0	176
100	0	190
110	0	205
120	0	220
130	0	236
140	0	253
150	0	270
160	0	289
170	0	307
180	0	326
190	0	346
200	0	366
210	0	386
220	0	407
230	0	430
240	0	454
250	0	478
260	0	502
270	0	527
280	0	551
290	0	577
300	0	604
310	-1	631
320	-1	659
330	-1	687
340	-1	716
350	-1	746
360	-2	777
370	-2	807
380	-2	839
390	-2	870
400	-2	903
410	-2	937
420	-3	972
430	-3	1006
440	-3	1042
450	-3	1078
460	-3	1115
470	-3	1153
480	-4	1191
490	-4	1230
500	-4	1270
510	-5	1311
520	-5	1352
530	-6	1394
540	-6	1436
550	-7	1479
560	-7	1523
570	-8	1567
580	-8	1612
590	-8	1657
600	-9	1703
610	-9	1750
620	-9	1798
630	-9	1845
640	-9	1894
650	-10	1943
660	-10	1992
670	-11	2042
680	-11	2093
690	-12	2144
700	-12	2196
710	-13	2249
720	-13	2302
730	-13	2355
740	-14	2409
750	-14	2464
760	-15	2519
770	-15	2575
780	-16	2631
790	-16	2688
800	-16	2745
810	-16	2802
820	-17	2859
830	-17	2918
840	-17	2978
850	-17	3038
860	-17	3098
870	-17	3158
880	-17	3220
890	-17	3282
900	-17	3345
910	-17	3409
920	-17	3472
930	-18	3537
940	-18	3602
950	-18	3668
960	-19	3734
970	-20	3800
980	-21	3867
990	-21	3934
1000	-22	4002
1010	-23	4070
1020	-23	4138
1030	-23	4207
1040	-24	4276
1050	-24	4346
1060	-24	4416
1070	-24	4486
1080	-24	4557
1090	-24	4629
1100	-24	4737
1110	-24	4810
1120	-24	4883
1130	-24	4956
1140	-25	5030
1150	-24	5105
1160	-24	5180
1170	-24	5255
1180	-24	5331
1190	-23	5407
1200	-23	5484
1210	-23	5561
1220	-23	5639
1230	-22	5717
1240	-22	5795
1250	-22	5875
1260	-21	5954
1270	-21	6034
1280	-21	6115
1290	-21	6196
1300	-21	6277
1310	-21	6359
1320	-22	6441
1330	-22	6524
STOP:1330
1340	-23	6608
1350	-23	6692
1360	-24	6776
1370	-25	6860
1380	-27	6945
1390	-28	7030
1400	-28	7114
1410	-29	7198
1420	-29	7283
1430	-30	7367
1440	-30	7452
1450	-29	7537
1460	-29	7621
1470	-29	7705
1480	-28	7790
1490	-27	7874
1500	-27	7959
1510	-26	8042
1520	-25	8126
1530	-24	8210
1540	-23	8294
1550	-22	8378
1560	-21	8461
1570	-20	8545
1580	-19	8629
1590	-18	8713
1600	-17	8796
1610	-16	8880
1620	-15	8964
1630	-14	9048
1640	-13	9132
1650	-12	9215
1660	-11	9298
1670	-11	9382
1680	-11	9466
1690	-10	9549
1700	-10	9631
1710	-10	9714
1720	-9	9797
1730	-9	9880
1740	-9	9962
1750	-9	10045
1760	-8	10128
1770	-8	10211
BREAK:1770
