START:0
20	0	25	979	23384	935	22405	-43
30	0	35	1103	24320	1216	23217	112
40	0	46	1126	28996	1122	27870	-4
50	0	58	1250	29464	1356	28213	105
60	0	71	1305	30867	1403	29562	97
70	0	85	1383	34141	1403	32758	19
80	0	99	1476	36948	1496	35471	20
90	0	114	1522	36012	1543	34490	20
100	0	130	1631	37883	1636	36251	5
110	0	146	1639	38818	1636	37178	-2
120	0	163	1686	44898	1730	43212	44
130	0	180	1748	48640	1777	46892	28
140	0	198	1787	42560	1870	40773	83
150	0	217	1864	45366	1870	43502	5
160	0	236	1888	51446	1964	49558	76
170	0	255	1981	55655	1917	53674	-63
180	0	276	2004	51446	2057	49442	53
190	0	297	2097	48173	2104	46075	6
200	0	318	2160	52382	2057	50222	-102
210	0	341	2276	51914	2244	49637	-31
220	0	364	2330	44898	2432	42567	101
230	0	388	2478	32738	2619	30259	140
240	0	413	2602	25255	2572	22652	-30
250	0	439	2626	26658	2712	24031	86
260	0	466	2766	26190	2759	23424	-6
270	0	494	2836	28061	2759	25225	-76
280	0	521	2820	29464	2899	26643	79
290	0	550	2874	29931	2806	27057	-68
300	0	580	2960	33206	3133	30246	173
310	0	610	2937	38818	2993	35881	56
320	0	640	2944	48640	3133	45695	188
330	0	670	2975	56591	3133	53615	157
340	0	700	2999	61268	3273	58269	274
350	0	730	3030	66880	3227	63850	196
360	0	760	2968	68283	3320	65315	352
370	0	790	2960	63139	3367	60179	407
380	0	821	3038	61268	3040	58230	1
390	0	850	2999	59864	3040	56865	40
400	0	880	3045	56123	2946	53077	-99
410	0	911	3069	52849	3086	49780	17
420	0	942	3185	52382	3227	49196	41
430	0	974	3240	48640	3180	45400	-59
440	0	1006	3232	48173	3227	44940	-5
450	0	1038	3310	52849	3320	49539	10
460	0	1072	3372	57994	3414	54622	41
470	0	1106	3457	58462	3694	55004	237
480	0	1140	3434	59864	3554	56430	120
490	0	1175	3473	64074	3460	60601	-12
500	0	1211	3574	58929	3648	55355	73
510	0	1246	3550	59397	3460	55846	-89
520	0	1283	3597	64074	3648	60477	50
530	0	1320	3628	58462	3694	54833	66
540	0	1357	3698	56123	3788	52424	89
550	0	1395	3752	58462	3788	54709	35
560	0	1434	3877	55188	3975	51311	98
570	0	1473	3908	55655	4115	51747	207
580	0	1513	3986	60800	3975	56814	-10
590	0	1553	4032	63139	4022	59106	-10
600	0	1593	4094	61268	3975	57173	-119
610	0	1634	4094	61735	4115	57641	20
620	0	1675	4195	60333	3975	56137	-220
630	0	1718	4234	55188	4349	50953	114
640	0	1760	4296	53317	4349	49020	52
650	0	1803	4257	53317	4349	49059	91
660	0	1847	4413	49108	4583	44694	170
670	0	1892	4413	53784	4443	49371	29
680	0	1936	4475	53784	4583	49309	107
690	0	1982	4529	48640	4630	44110	100
700	0	2028	4553	50043	4630	45490	76
710	0	2074	4607	50510	4910	45903	303
720	0	2121	4630	51914	4676	47283	45
730	0	2170	4871	52382	4864	47510	-7
740	0	2218	4871	54720	5051	49849	179
750	0	2266	4879	59864	4676	54985	-202
760	0	2315	4949	56591	4957	51641	8
770	0	2365	4996	54720	4770	49724	-225
780	0	2414	5050	56591	5191	51540	140
790	0	2464	5081	59397	5144	54315	63
800	0	2515	5104	56123	5051	51018	-53
810	0	2567	5198	55188	5284	49990	86
820	0	2618	5221	54720	5331	49499	110
830	0	2670	5143	54720	5238	49577	94
840	0	2723	5221	53317	5331	48095	110
850	0	2775	5252	57059	5284	51806	32
860	0	2829	5252	57527	5331	52274	79
870	0	2882	5322	57527	5378	52204	56
880	0	2936	5345	60800	5472	55455	126
890	0	2990	5345	63607	5705	58261	360
900	0	3045	5439	60800	5565	55361	126
910	0	3100	5547	63139	5518	57591	-28
920	0	3155	5555	64074	5659	58519	103
930	0	3211	5648	60333	5705	54684	57
940	0	3267	5648	60333	5659	54684	10
950	0	3323	5695	62671	5705	56975	10
960	0	3380	5726	59397	5846	53670	119
970	0	3437	5796	62671	5705	56874	-90
980	0	3494	5796	66413	5752	60616	-43
990	0	3551	5749	67816	5846	62066	96
1000	0	3610	5780	72025	5705	66245	-74
1010	0	3667	5742	70622	5799	64880	57
1020	0	3726	5780	69687	5986	63906	205
1030	0	3784	5796	69219	5986	63423	190
1040	0	3843	5866	68283	5892	62417	26
1050	0	3902	5881	65477	5705	59595	-175
1060	0	3962	5912	63139	6033	57226	120
1070	0	4022	5912	61735	5705	55823	-206
1080	0	4083	6161	63139	6173	56977	11
1090	0	4144	6130	64542	6267	58411	136
1100	0	4205	6169	64542	6080	58372	-89
1110	0	4266	6169	63607	6126	57437	-42
1120	0	4328	6223	66880	6220	60657	-3
