START:0
20	0	20	986	1730	982	743	-4
30	0	30	1064	1777	1169	712	104
40	0	42	1165	2057	1216	892	50
50	0	54	1289	2291	1356	1001	66
60	0	67	1313	2338	1496	1025	183
70	0	81	1406	2291	1496	885	90
80	0	96	1476	2619	1449	1142	-26
90	0	111	1585	2806	1636	1221	51
100	0	128	1662	2759	1730	1096	67
110	0	145	1724	3086	1870	1361	145
120	0	163	1763	3648	1917	1884	153
130	0	181	1849	3367	1917	1518	68
140	0	200	1880	3227	1964	1346	83
150	0	220	2027	3554	2011	1526	-16
160	0	240	2027	3788	2104	1760	76
170	0	261	2113	3648	2104	1534	-8
180	0	282	2160	3694	2244	1534	84
190	0	304	2245	3601	2244	1355	0
200	0	326	2276	3227	2291	950	15
210	0	350	2393	2572	2385	179	-7
220	0	374	2494	2525	2478	31	-15
230	0	399	2540	2665	2572	125	31
240	0	425	2665	2619	2572	-46	-92
250	0	452	2688	2712	2806	24	117
260	0	479	2672	2806	2852	133	180
270	0	507	2812	2946	2852	133	40
280	0	536	2929	2993	2899	63	-29
290	0	566	2937	3180	2993	243	56
300	0	596	3022	3460	3086	438	64
310	0	628	3084	3648	3086	563	2
320	0	659	3131	4302	3320	1171	189
330	0	691	3193	5144	3133	1951	-59
340	0	724	3278	5705	3273	2427	-5
350	0	757	3341	6267	3414	2926	73
360	0	790	3379	6688	3460	3308	80
370	0	824	3465	6220	3414	2754	-51
380	0	859	3442	5752	3414	2201	-136
390	0	894	3543	5472	3507	1921	-43
400	0	929	3597	5051	3414	1430	-206
410	0	966	3644	4676	3601	1032	-42
420	0	1002	3822	4676	3694	955	-27
430	0	1040	3846	5097	3788	1399	89
440	0	1098	3939	5144	3835	1384	74
450	0	1136	3916	5518	3975	1727	183
460	0	1176	4040	5752	4022	1875	144
470	0	1216	4055	5472	3881	1556	-34
480	0	1256	4133	5378	4162	1400	184
490	0	1297	4118	5939	4115	1945	121
500	0	1339	4265	5752	4115	1673	36
510	0	1380	4180	5191	4209	995	13
520	0	1423	4250	5284	4396	1034	146
530	0	1466	4265	5565	4302	1299	37
540	0	1509	4327	5518	4396	1190	68
550	0	1553	4351	5612	4489	1261	138
560	0	1597	4343	5939	4723	1596	380
570	0	1642	4436	6173	4489	1736	53
580	0	1687	4475	5752	4489	1277	14
590	0	1733	4568	5425	4583	856	14
600	0	1780	4693	5238	4817	545	124
610	0	1827	4786	5051	4676	264	-109
620	0	1874	4770	5051	4723	280	-47
630	0	1922	4770	5565	4676	794	-93
640	0	1970	4926	5191	4864	265	-62
650	0	2019	4957	5144	4864	187	-93
660	0	2068	4988	5144	4957	156	-30
670	0	2118	5034	5238	5051	203	16
680	0	2168	5066	5238	5191	172	125
690	0	2219	5143	5518	5004	375	-139
700	0	2270	5066	5892	5144	826	78
710	0	2321	5089	5659	5191	569	102
720	0	2373	5174	5565	5097	390	-76
730	0	2425	5167	5612	5284	445	117
740	0	2478	5174	5659	5331	484	156
750	0	2531	5283	5612	5425	328	141
760	0	2584	5299	5612	5331	313	32
770	0	2638	5299	5659	5425	359	126
780	0	2692	5407	5659	5518	251	110
790	0	2747	5524	5565	5331	41	-192
800	0	2802	5524	5659	5472	134	-52
810	0	2857	5617	5799	5518	181	-98
820	0	2913	5609	5892	5612	283	2
830	0	2969	5633	6033	5612	400	-20
840	0	3025	5664	6360	5659	696	-5
850	0	3081	5726	6360	5705	634	-20
860	0	3138	5749	6126	5705	377	-43
870	0	3195	5695	6080	5659	384	-36
880	0	3252	5734	5939	5518	205	-215
890	0	3310	5695	6033	5799	337	104
900	0	3367	5718	6454	5752	735	34
910	0	3426	5788	6313	5892	525	104
920	0	3485	5811	6173	5892	361	81
930	0	3543	5819	6500	5799	681	-20
940	0	3602	5843	6594	5939	751	96
950	0	3661	5866	6594	6033	728	167
960	0	3722	6052	6781	5846	728	-206
970	0	3781	6037	6734	6033	697	-3
980	0	3841	6013	6547	6033	533	19
990	0	3902	6130	6313	5939	183	-190
1000	0	3962	6153	6267	6033	113	-120
1010	0	4023	6153	6220	6126	66	-27
1020	0	4084	6192	6313	6080	121	-112
1030	0	4146	6184	6313	6126	128	-58
1040	0	4208	6301	6313	5939	12	-361
1050	0	4270	6254	6407	6267	152	12
1060	0	4332	6153	6500	6220	347	66
1070	0	4395	6153	6688	6220	534	66
1080	0	4457	6208	6875	6173	666	-34
1090	0	4520	6262	6547	6220	285	-42
1100	0	4583	6216	6407	6360	191	144
1110	0	4646	6247	6407	6080	160	-166
1120	0	4709	6247	6454	6360	207	113
1130	0	4773	6301	6454	6407	152	106
1140	0	4837	6348	6500	6313	152	-34
1150	0	4901	6456	6500	6360	44	-96
1160	0	4965	6456	6500	6454	44	-2
1170	0	5030	6487	6500	6407	13	-80
1180	0	5094	6526	6454	6126	-72	-399
1190	0	5159	6596	6547	6454	-48	-142
1200	0	5224	6565	6641	6454	75	-111
1210	0	5289	6581	6734	6547	153	-33
1220	0	5355	6596	6641	6641	44	44
1230	0	5420	6604	6688	6547	83	-56
1240	0	5486	6689	6641	6547	-48	-142
1250	0	5552	6542	6688	6313	145	-228
1260	0	5618	6550	6641	6500	91	-49
1270	0	5684	6581	6641	6641	60	60
1280	0	5751	6534	6734	6688	200	153
1290	0	5818	6612	6688	6641	75	29
1300	0	5884	6635	6921	6734	286	99
1310	0	5951	6674	6921	6641	247	-33
1320	0	6019	6651	6688	6360	37	-290
1330	0	6086	6658	6781	6781	122	122
1340	0	6154	6822	6828	6781	6	-40
1350	0	6221	6783	6828	6734	45	-48
1360	0	6289	6868	6641	6781	-227	-87
1370	0	6357	6876	6921	6734	45	-141
1380	0	6425	6907	6828	6734	-79	-172
1390	0	6493	6891	6968	6500	76	-391
1400	0	6562	6907	6875	6781	-32	-125
1410	0	6631	6930	6921	6828	-8	-102
1420	0	6699	6899	6734	6781	-164	-118
1430	0	6768	6853	6921	6828	68	-24
1440	0	6837	6853	6968	6921	115	68
1450	0	6907	6891	6594	6968	-297	76
1460	0	6976	6868	6921	6828	53	-40
1470	0	7045	6876	7015	6921	139	45
1480	0	7115	6915	6688	6921	-227	6
1490	0	7185	6868	6968	6968	100	100
1500	0	7255	6899	7015	7015	115	115
1510	0	7325	7086	7015	6921	-70	-164
1520	0	7396	7125	6968	6968	-156	-156
1530	0	7466	7101	7062	6641	-39	-460
1540	0	7536	7117	6968	6875	-148	-242
1550	0	7607	7125	7062	7062	-62	-62
1560	0	7677	7125	7015	7062	-109	-62
1570	0	7748	7148	7062	7015	-86	-132
1580	0	7819	7109	7155	7155	46	46
1590	0	7890	7171	7015	6921	-156	-249
1600	0	7961	7031	7108	7108	77	77
1610	0	8032	7086	7108	7155	22	69
1620	0	8103	7047	7062	7062	14	14
1630	0	8175	7078	7202	7108	124	30
1640	0	8246	7062	7108	7108	46	46
1650	0	8317	7063	7062	6688	0	-374
1660	0	8389	7086	7202	7202	116	116
1670	0	8460	7055	7155	7108	100	53
1680	0	8532	7086	7202	7108	116	22
1690	0	8605	7233	7249	7108	15	-124
1700	0	8677	7288	7108	6781	-179	-506
1710	0	8749	7272	7202	7249	-70	-23
1720	0	8821	7327	7249	7296	-77	-31
1730	0	8893	7303	7202	7155	-101	-147
1740	0	8965	7319	7296	7296	-23	-23
1750	0	9038	7303	7296	7108	-7	-194
1760	0	9110	7296	7389	7249	93	-46
1770	0	9183	7334	7155	6921	-179	-412
1780	0	9255	7132	7155	7155	22	22
1790	0	9327	7148	7202	7202	54	54
1800	0	9399	7086	7015	6968	-70	-117
1810	0	9471	7078	6875	6968	-203	-109
1820	0	9542	6985	6734	6968	-250	-16
1830	0	9611	6930	6594	6173	-336	-757
1840	0	9680	6775	6454	5892	-321	-882
1850	0	9748	6721	6360	5939	-360	-781
1860	0	9815	6565	6126	5846	-438	-719
1870	0	9881	6503	5892	5939	-610	-563
1880	0	9945	6472	5752	5986	-719	-485
1890	0	10008	6371	5565	4349	-805	-2021
1900	0	10070	6231	5425	4770	-806	-1461
1910	0	10131	6099	5425	6080	-674	-19
1920	0	10190	5951	5331	5892	-620	-58
1930	0	10248	5889	5284	4957	-604	-932
1940	0	10305	5703	5191	3975	-511	-1727
1950	0	10360	5508	5004	3881	-504	-1627
1960	0	10415	5485	3788	4910	-1697	-574
1970	0	10468	5314	3086	4583	-2227	-731
1980	0	10519	5058	4957	2993	-100	-2065
1990	0	10570	5058	4770	3881	-287	-1176
2000	0	10620	4879	4443	4630	-436	-249
2010	0	10668	4700	4302	2478	-397	-2221
2020	0	10715	4623	4209	3040	-413	-1583
2030	0	10761	4483	4256	4349	-227	-133
2040	0	10805	4351	3881	3507	-469	-843
2050	0	10848	4203	3835	1824	-368	-2379
2060	0	10889	4118	3741	3601	-376	-516
2070	0	10930	4040	3648	3694	-392	-345
2080	0	10968	3923	3648	1543	-275	-2380
2090	0	11006	3745	3273	2478	-471	-1266
2100	0	11042	3667	2899	3273	-767	-393
2110	0	11076	3465	3180	1824	-285	-1641
2120	0	11109	3255	2946	2198	-309	-1057
2130	0	11141	3108	2712	2385	-395	-722
2140	0	11171	3037	2665	1870	-372	-1167
2150	0	11200	2967	2525	1309	-442	-1658
2160	0	11228	2680	2478	2057	-201	-622
2170	0	11253	2548	2198	1590	-350	-958
2180	0	11278	2393	2057	1122	-335	-1270
2190	0	11300	2167	1917	1449	-250	-717
2200	0	11321	2051	1824	1216	-227	-835
2210	0	11340	1841	1730	1028	-111	-812
2220	0	11359	1841	1590	841	-251	-999
2230	0	11375	1639	1449	701	-189	-937
2240	0	11390	1398	1216	561	-182	-837
2250	0	11405	1422	1216	514	-206	-907
2260	0	11416	1087	1075	420	-12	-666
2270	0	11426	955	982	233	26	-721
2280	0	11434	792	795	140	2	-652
2290	0	11441	652	608	46	-44	-605
2300	0	11446	481	467	46	-14	-435
2310	0	11450	357	420	0	63	-357
2320	0	11452	209	233	-46	24	-256
2330	0	11453	69	93	46	23	-23
2340	0	11453	62	0	-93	-62	-155
STOP:1610	BREAK1:0	BREAK2:2342
maxSpeed=:7334	laserpoint1=:1	laserpoint2=:0	laserpoint3=:0
