START:0
20	0	25	885	2665	935	1780	49
30	0	34	979	2806	1028	1827	49
40	0	44	1064	3273	1075	2209	11
50	0	55	1142	3367	1216	2225	73
60	0	67	1157	3460	1262	2303	105
70	0	80	1235	3741	1356	2506	120
80	0	93	1359	3928	1403	2568	43
90	0	107	1383	3835	1496	2452	113
100	0	121	1468	4256	1590	2787	121
110	0	137	1585	4630	1777	3045	192
120	0	153	1639	4723	1777	3084	137
130	0	170	1693	4770	1777	3076	83
140	0	187	1763	4723	1777	2959	13
150	0	205	1810	5378	1870	3568	60
160	0	223	1864	5518	1870	3654	5
170	0	242	1895	5144	1964	3248	68
180	0	262	2004	5565	2011	3560	6
190	0	282	2004	5799	2057	3794	53
200	0	303	2074	5378	2104	3303	30
210	0	324	2121	5238	2151	3116	30
220	0	346	2237	4583	2385	2345	147
230	0	369	2323	3694	2432	1371	108
240	0	393	2385	2619	2478	233	93
250	0	418	2533	2619	2525	86	-7
260	0	444	2634	2665	2665	31	31
270	0	471	2657	2712	2806	55	148
280	0	498	2742	2712	2759	-30	16
290	0	525	2727	2759	2852	32	125
300	0	552	2703	2993	2759	289	55
310	0	579	2758	3320	2806	562	47
320	0	606	2719	4162	2619	1442	-100
330	0	632	2602	5004	2806	2401	203
340	0	659	2641	6033	2759	3391	117
350	0	685	2602	6360	2806	3757	203
360	0	711	2571	6313	2759	3742	187
370	0	737	2634	6828	2712	4194	78
380	0	763	2626	7015	2619	4389	-7
390	0	790	2626	6500	2759	3874	133
400	0	818	2773	6641	2806	3867	32
410	0	845	2820	6033	2946	3212	125
420	0	873	2828	5752	2852	2924	24
430	0	902	2944	5799	3040	2854	95
440	0	932	3038	5659	2993	2621	-44
450	0	962	3053	5331	3040	2278	-13
460	0	992	3084	5284	3133	2200	48
470	0	1024	3170	5425	3273	2255	103
480	0	1056	3216	5425	3320	2208	103
490	0	1089	3278	5892	3367	2614	88
500	0	1122	3278	6267	3414	2988	135
510	0	1155	3317	6313	3507	2996	189
520	0	1190	3372	5846	3601	2474	229
530	0	1224	3473	6267	3648	2793	174
540	0	1260	3628	6033	3648	2404	19
550	0	1296	3667	5939	3648	2272	-19
560	0	1333	3737	6080	3694	2342	-42
570	0	1370	3760	5705	3835	1945	74
580	0	1408	3884	5612	3975	1727	90
590	0	1446	3877	5939	4068	2062	191
600	0	1485	3939	5846	3881	1906	-57
610	0	1524	3954	5752	4022	1797	67
620	0	1564	3993	6220	4256	2226	262
630	0	1604	3993	6454	4256	2460	262
640	0	1645	4071	6173	4115	2102	44
650	0	1686	4079	6080	4162	2000	83
660	0	1728	4226	5612	4209	1385	-17
670	0	1771	4250	5004	4256	754	5
680	0	1814	4250	5378	4489	996	107
690	0	1858	4366	5659	4443	1253	37
700	0	1902	4421	5799	4489	1323	14
710	0	1947	4498	5051	4723	521	193
720	0	1992	4529	4957	4770	412	225
730	0	2038	4607	5004	4630	342	-31
740	0	2107	4630	5004	4770	295	61
750	0	2155	4724	5191	4910	405	124
760	0	2203	4871	5472	4770	755	54
770	0	2251	4902	5518	4910	779	171
780	0	2300	4918	5752	4676	958	-117
790	0	2348	4926	5939	5004	1130	194
800	0	2398	5003	5518	4817	561	-139
810	0	2448	5097	5425	4957	491	23
820	0	2499	5011	5846	5097	826	86
830	0	2550	5027	5986	5097	959	70
840	0	2601	5104	5612	5097	507	-7
850	0	2653	5151	5425	5191	273	39
860	0	2705	5174	5425	5144	250	-30
870	0	2758	5236	5518	5425	281	188
880	0	2811	5369	5565	5051	196	-318
890	0	2865	5392	5799	5331	407	-60
900	0	2919	5446	5892	5472	446	25
910	0	2973	5477	5986	5425	508	-52
920	0	3027	5485	6220	5238	734	-247
930	0	3082	5563	6454	5518	890	-44
940	0	3137	5578	6080	5378	501	-200
950	0	3193	5477	6033	5518	555	41
960	0	3249	5571	6080	5705	508	134
970	0	3305	5586	6126	5705	540	119
980	0	3362	5633	6267	5705	633	72
990	0	3419	5633	6360	5752	727	119
1000	0	3476	5718	6313	5986	595	267
1010	0	3534	5726	6594	5939	867	213
1020	0	3592	5804	7108	5565	1304	-238
1030	0	3650	5912	7249	5846	1336	-66
1040	0	3709	5881	7155	5846	1273	-35
1050	0	3767	5936	6781	5799	845	-136
1060	0	3826	5944	6688	6033	744	89
1070	0	3886	6013	6641	6080	627	66
1080	0	3945	6037	6313	6033	276	-3
1090	0	4005	5975	581	6033	-5394	58
1100	0	4066	5936	6267	6173	330	237
1110	0	4127	6076	6313	6080	237	3
1120	0	4188	6060	6313	6173	253	113
1130	0	4249	6083	6500	6220	417	136
1140	0	4311	6083	6828	6267	744	183
1150	0	4372	6107	6875	6173	767	66
1160	0	4435	6309	7015	6313	706	4
1170	0	4497	6293	6547	6220	253	-73
1180	0	4560	6293	6547	6267	254	-26
1190	0	4622	6316	6688	6407	371	90
1200	0	4686	6371	6547	6267	176	-104
1210	0	4749	6425	6454	6360	28	-65
1220	0	4812	6433	6267	6313	-166	-119
1230	0	4876	6285	6500	6313	215	28
1240	0	4940	6324	6594	6454	269	129
1250	0	5004	6371	6688	6454	316	82
1260	0	5069	6441	6547	6454	106	12
1270	0	5134	6410	6547	6500	137	90
1280	0	5199	6425	6641	6547	215	121
1290	0	5264	6441	6688	6454	246	12
1300	0	5330	6604	6781	6547	177	-56
1310	0	5396	6682	6781	6688	99	5
1320	0	5462	6666	6641	6500	-25	-165
1330	0	5528	6674	6828	6641	153	-33
1340	0	5594	6713	6688	6547	-25	-165
1350	0	5660	6666	6688	6594	21	-72
1360	0	5727	6759	6875	6781	115	21
1370	0	5794	6775	6875	6781	99	6
1380	0	5861	6666	6921	6641	255	-25
1390	0	5928	6666	7015	6734	348	68
1400	0	5996	6666	6828	6734	161	68
1410	0	6064	6689	6875	6734	185	44
1420	0	6131	6674	7015	6875	341	200
1430	0	6199	6775	6921	6781	146	6
1440	0	6268	6907	6968	6828	61	-79
1450	0	6337	6938	6921	6781	-16	-157
1460	0	6405	6938	6921	6781	-16	-157
1470	0	6474	6946	7202	6968	256	22
1480	0	6543	6954	7062	6921	108	-32
1490	0	6612	6938	7108	6828	170	-110
1500	0	6682	7039	7249	6875	209	-164
1510	0	6751	7031	6968	6968	-63	-63
1520	0	6821	6946	7108	6921	162	-24
1530	0	6891	6938	7155	7015	217	76
1540	0	6961	6946	7015	6968	69	22
1550	0	7031	6977	7108	7015	131	38
1560	0	7102	6930	7062	7062	131	131
1570	0	7172	6977	7155	6968	178	-8
1580	0	7244	7132	6968	7155	-164	22
1590	0	7315	7179	7108	7108	-70	-70
1600	0	7386	7179	7108	7015	-70	-164
1610	0	7457	7241	7108	7202	-132	-39
