START:0
20	0	81	919
30	0	91	1075
40	0	102	1098
50	0	114	1192
60	0	126	1223
70	0	138	1207
80	0	151	1262
90	0	166	1410
100	0	180	1465
110	0	196	1620
120	0	212	1581
130	0	229	1745
140	0	247	1800
150	0	265	1768
160	0	284	1971
170	0	303	1987
180	0	323	1971
190	0	345	2127
200	0	366	2244
210	0	388	2306
220	0	411	2259
230	-1	436	2345
240	-1	460	2322
250	-1	485	2493
260	-1	511	2555
270	-1	538	2750
280	-2	565	2813
290	-2	593	2813
300	-2	620	2758
310	-3	649	2859
320	-3	678	2961
330	-3	707	2914
340	-3	738	3054
350	-4	769	3140
360	-4	801	3210
370	-4	833	3280
380	-4	865	3187
390	-4	899	3405
400	-4	934	3405
410	-4	968	3514
420	-4	1005	3717
430	-4	1041	3787
440	-4	1079	3717
450	-4	1116	3865
460	-4	1155	3911
470	-4	1194	3943
480	-4	1234	4013
490	-4	1275	3989
500	-4	1317	4285
510	-5	1360	4309
520	-5	1403	4239
530	-5	1446	4278
540	-6	1490	4472
550	-6	1535	4621
560	-6	1580	4605
570	-6	1626	4566
580	-6	1672	4496
590	-6	1720	4683
600	-6	1768	4847
610	-5	1816	4784
620	-5	1865	4917
630	-4	1915	4909
640	-4	1965	5143
650	-3	2016	5189
660	-3	2067	5104
670	-2	2120	5260
680	-2	2172	5260
690	-2	2225	5283
700	-2	2278	5369
710	-1	2332	5423
720	-1	2387	5384
730	-1	2442	5688
740	0	2499	5727
750	0	2555	5556
760	0	2612	5657
770	0	2669	5688
780	0	2727	5844
790	0	2785	5898
800	0	2844	5867
810	0	2903	5899
820	1	2963	5984
830	1	3023	6047
840	2	3084	6132
850	2	3146	6148
860	2	3208	6163
870	2	3270	6241
880	2	3333	6343
890	2	3396	6343
900	2	3460	6405
910	2	3524	6358
920	2	3590	6623
930	2	3655	6491
940	1	3721	6631
950	1	3788	6608
960	1	3855	6787
970	0	3923	6849
980	0	3990	6701
990	0	4059	6818
1000	0	4129	6974
1010	0	4198	7067
1020	-1	4267	6912
1030	-1	4337	6989
1040	-2	4407	7013
1050	-2	4478	7114
1060	-2	4549	7216
1070	-2	4620	7028
1080	-2	4692	7122
1090	-2	4766	7239
1100	-2	4839	7519
1110	-2	4913	7519
1120	-2	4987	7426
1130	-1	5062	7504
1140	-1	5137	7628
1150	-1	5213	7667
1160	0	5288	7543
1170	0	5365	7652
1180	0	5442	7636
1190	1	5520	7784
1200	2	5597	7776
1210	3	5675	7691
1220	4	5753	7722
1230	4	5833	8003
1240	5	5913	8049
1250	6	5993	8010
1260	7	6074	8190
1270	8	6155	8104
