START:0
20	0	13	296
30	0	17	342
40	0	20	389
50	0	25	459
60	0	29	459
70	0	34	483
80	0	40	529
90	0	45	568
100	0	51	607
110	0	57	654
120	0	64	709
130	0	72	779
140	0	80	833
150	0	88	857
160	0	98	935
170	0	108	1059
180	0	119	1129
190	0	131	1207
200	0	143	1262
210	0	157	1387
220	0	171	1402
230	0	186	1542
240	0	202	1550
250	0	218	1652
260	0	236	1784
270	0	254	1878
280	0	274	1994
290	0	293	1979
300	0	314	2127
310	0	336	2166
320	-1	359	2244
330	-1	382	2306
340	-1	406	2431
350	-1	431	2532
360	-1	457	2610
370	-1	484	2704
380	-1	511	2758
390	-1	539	2758
400	-2	568	2961
410	-2	598	3054
420	-2	628	3031
430	-2	659	3070
440	-3	691	3187
450	-3	724	3366
460	-3	757	3374
470	-3	791	3413
480	-3	826	3467
490	-4	861	3561
500	-4	898	3646
510	-4	934	3623
520	-4	972	3818
530	-4	1010	3818
540	-4	1049	3966
550	-4	1088	3904
560	-4	1129	4044
570	-4	1169	4028
580	-5	1211	4262
590	-5	1253	4130
600	-5	1296	4278
610	-5	1340	4301
620	-5	1384	4527
630	-5	1429	4472
640	-5	1475	4543
650	-5	1521	4621
660	-5	1568	4714
670	-5	1615	4800
680	-5	1662	4722
690	-5	1711	4862
700	-5	1760	4909
710	-4	1809	4963
720	-4	1859	4979
730	-4	1909	5018
740	-4	1960	5088
750	-4	2012	5244
760	-4	2064	5228
770	-4	2116	5221
780	-4	2169	5330
790	-4	2223	5353
800	-4	2277	5462
810	-4	2331	5532
820	-4	2385	5384
830	-3	2441	5462
840	-4	2496	5641
850	-3	2552	5579
860	-3	2608	5571
870	-3	2665	5680
880	-3	2723	5860
890	-3	2780	5766
900	-3	2838	5813
910	-3	2897	5805
920	-2	2955	5836
930	-2	3014	5914
940	-1	3073	5875
950	0	3133	5953
960	0	3193	5961
970	0	3253	6031
980	1	3314	6179
990	1	3374	6047
1000	2	3436	6125
1010	3	3497	6179
1020	3	3559	6249
1030	4	3621	6202
1040	4	3683	6234
1050	5	3746	6179
1060	5	3809	6312
1070	6	3872	6358
1080	6	3934	6312
1090	6	3998	6351
1100	7	4062	6397
1110	8	4126	6452
1120	8	4190	6382
1130	9	4255	6452
1140	10	4320	6600
1150	11	4385	6561
1160	12	4450	6460
1170	13	4516	6506
1180	13	4582	6592
1190	14	4648	6725
1200	15	4714	6631
1210	15	4781	6600
1220	16	4848	6592
1230	17	4915	6826
1240	18	4983	6841
1250	18	5050	6763
1260	19	5118	6771
1270	20	5186	6873
1280	20	5255	6865
1290	21	5322	6771
1300	21	5392	6873
1310	22	5461	6865
1320	23	5530	7052
1330	23	5599	6927
1340	24	5669	6943
1350	25	5740	6935
1360	25	5810	7067
1370	26	5881	7153
1380	27	5951	7021
1390	27	6023	7114
1400	28	6094	7254
1410	29	6166	7309
1420	29	6238	7161
1430	30	6310	7208
1440	30	6383	7332
1450	31	6456	7324
1460	31	6528	7255
1470	31	6602	7216
1480	32	6676	7278
1490	33	6749	7434
1500	33	6823	7379
1510	34	6897	7364
1520	35	6971	7395
1530	35	7045	7434
1540	36	7118	7363
1550	38	7189	7099
1560	39	7259	6935
1570	40	7328	6787
1580	42	7396	6771
1590	43	7463	6709
1600	45	7527	6436
1610	47	7591	6327
1620	48	7654	6233
1630	50	7715	6117
1640	52	7775	5953
1650	53	7833	5828
1660	55	7891	5743
1670	57	7947	5688
1680	58	8002	5423
1690	59	8055	5283
1700	61	8108	5197
1710	62	8159	5174
1720	64	8209	4885
1730	65	8258	4839
1740	66	8305	4706
1750	68	8351	4496
1760	69	8396	4543
1770	70	8440	4270
1780	71	8483	4184
1790	72	8524	4052
1800	73	8565	4044
1810	74	8603	3818
1820	75	8641	3670
1830	76	8678	3522
1840	77	8713	3514
1850	78	8746	3335
1860	79	8779	3233
1870	79	8810	3038
1880	80	8839	2906
1890	81	8867	2789
1900	82	8893	2602
1910	82	8917	2345
1920	83	8940	2220
1930	83	8960	2073
1940	84	8980	1885
1950	84	8997	1675
1960	85	9013	1511
1970	85	9026	1348
1980	86	9039	1192
1990	86	9049	1020
2000	86	9058	826
2010	86	9065	670
2020	87	9071	514
2030	87	9075	374
2040	87	9077	194
2050	87	9078	54
STOP:1490	BREAK1:2050	BREAK2:2050
laserpoint1=:1	laserpoint2=:1	laserpoint3=:1
