START:0
20	0	64	428
30	0	68	420
40	0	73	436
50	0	77	397
60	0	81	428
70	0	86	428
80	0	91	451
90	0	95	451
100	0	101	514
110	0	106	553
120	0	111	545
130	0	116	545
140	0	122	553
150	0	127	553
160	0	133	561
170	0	139	584
180	0	145	631
190	0	152	631
200	0	159	662
210	0	166	701
220	0	173	724
230	0	180	779
240	0	188	779
250	0	196	810
260	0	204	849
270	0	213	872
280	0	222	880
290	0	231	896
300	0	240	911
310	0	250	997
320	0	260	1067
330	0	270	1005
340	0	281	1020
350	0	292	1067
360	0	303	1161
370	0	314	1207
380	0	326	1200
390	0	338	1176
400	0	350	1231
410	0	363	1200
420	0	375	1246
430	0	389	1293
440	0	402	1316
450	0	416	1363
460	0	431	1394
470	0	445	1394
480	0	459	1418
490	0	474	1480
500	0	489	1503
510	0	505	1589
520	0	520	1581
530	0	536	1620
540	0	552	1605
550	0	568	1558
560	0	585	1652
570	0	601	1628
580	0	617	1698
590	0	634	1698
600	0	651	1644
610	0	668	1706
620	0	685	1613
630	0	702	1729
640	0	720	1807
650	0	737	1776
660	0	755	1761
670	0	773	1831
680	0	791	1823
690	0	810	1831
700	0	829	1994
710	0	848	1909
720	0	868	1955
730	0	888	1963
740	0	908	2049
750	0	928	1971
760	0	949	2072
770	0	970	2111
780	0	992	2220
790	0	1014	2220
800	0	1036	2291
810	0	1058	2337
820	0	1080	2220
830	0	1103	2275
840	0	1126	2244
850	0	1161	2275
860	0	1184	2423
870	0	1208	2415
880	0	1233	2509
890	0	1256	2400
900	0	1281	2446
910	0	1306	2517
920	0	1331	2470
930	0	1357	2524
940	0	1383	2524
950	0	1409	2524
960	0	1435	2610
970	0	1462	2711
980	0	1489	2626
990	0	1516	2688
1000	0	1543	2750
1010	0	1571	2750
1020	0	1598	2797
1030	0	1626	2836
1040	0	1654	2813
1050	0	1683	2852
1060	0	1712	2930
1070	0	1741	2914
1080	0	1770	2898
1090	0	1800	2968
1100	0	1830	2984
1110	0	1860	3039
1120	0	1890	3007
1130	0	1921	3023
1140	0	1951	3093
1150	0	1982	3109
1160	0	2013	3101
1170	0	2043	2992
1180	0	2074	3062
1190	0	2106	3132
1200	0	2137	3226
1210	0	2169	3233
1220	0	2201	3140
1230	0	2234	3257
1240	0	2267	3319
1250	0	2300	3389
1260	0	2333	3311
1270	0	2366	3265
1280	0	2399	3327
1290	0	2433	3444
1300	0	2467	3452
1310	0	2501	3420
1320	0	2535	3350
1330	0	2569	3389
1340	0	2603	3436
1350	0	2638	3483
1360	0	2672	3444
1370	0	2707	3444
1380	0	2742	3491
1390	0	2777	3553
1400	0	2812	3459
1410	0	2848	3459
1420	0	2884	3561
1430	0	2920	3654
1440	0	2956	3717
1450	0	2993	3646
1460	0	3029	3662
1470	0	3066	3685
1480	0	3103	3756
1490	0	3140	3748
1500	0	3176	3631
1510	0	3213	3685
1520	0	3250	3662
1530	0	3288	3787
1540	0	3324	3646
1550	0	3362	3732
1560	0	3400	3709
1570	0	3438	3802
1580	0	3476	3787
1590	0	3513	3740
1600	0	3552	3833
1610	0	3591	3911
1620	0	3629	3943
1630	0	3668	3904
1640	0	3706	3826
1650	0	3746	3904
1660	0	3785	3966
1670	0	3825	4013
1680	0	3864	4013
1690	0	3904	4005
1700	0	3945	4005
1710	0	3985	4091
1720	0	4025	4137
1730	0	4066	4083
1740	0	4107	4091
1750	0	4147	4145
1760	0	4188	4161
1770	0	4229	4067
1780	0	4270	4028
1790	0	4311	4099
1800	0	4352	4161
1810	0	4393	4176
1820	0	4434	4059
1830	0	4475	4091
1840	0	4517	4106
1850	0	4559	4270
1860	0	4600	4130
1870	0	4643	4231
1880	0	4686	4200
1890	0	4729	4332
1900	0	4772	4317
1910	0	4815	4332
1920	0	4858	4332
1930	0	4901	4332
1940	0	4944	4348
1950	0	4988	4426
1960	0	5032	4356
1970	0	5075	4262
1980	0	5119	4379
1990	0	5163	4379
2000	0	5207	4371
2010	0	5251	4324
2020	0	5296	4434
2030	0	5340	4558
2040	0	5385	4566
2050	0	5430	4496
2060	0	5475	4504
2070	0	5520	4504
2080	0	5566	4480
2090	0	5611	4582
2100	0	5657	4558
2110	0	5703	4574
2120	0	5749	4675
2130	0	5795	4698
2140	0	5841	4659
2150	0	5888	4636
